Año;2019;2018;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998
Total;238.913;236.524;216.563;217.282;234.831;232.552;223.158;223.754;236.302;240.269;234.477;230.741;254.045;242.021;223.657;224.577;214.561;190.645;139.871;153.894;148.815;134.810
